mp-aaaaaahj,106.896
mp-aaaaaahl,105.707
mp-aaaaaahn,174.749
mp-aaaaaaho,124.129
mp-aaaaaahv,114.446
mp-aaaaaahw,74.162
mp-aaaaaahy,77.519
mp-aaaaaaif,55.058
mp-aaaaaaig,180.261
mp-aaaaaaih,57.085
mp-aaaaaaii,167.269
mp-aaaaaaij,57.284
mp-aaaaaaik,130.35
mp-aaaaaail,219.328
mp-aaaaaaim,223.876
mp-aaaaaaip,32.439
mp-aaaaaaiq,28.304
mp-aaaaaais,145.937
mp-aaaaaait,104.928
mp-aaaaaaiv,209.808
mp-aaaaaaiw,94.068
mp-aaaaaaiy,112.175
mp-aaaaaaiz,171.463
mp-aaaaaajd,66.367
mp-aaaaaaje,131.6
mp-aaaaaajf,33.079
mp-aaaaaajh,95.332
mp-aaaaaaji,144.836
mp-aaaaaajm,102.198
mp-aaaaaajo,248.656
mp-aaaaaajp,117.671
mp-aaaaaajq,39.618
mp-aaaaaajr,330.533
mp-aaaaaajs,56.315
mp-aaaaaajt,-1116.369
mp-aaaaaajv,17.221
mp-aaaaaajw,121.33
mp-aaaaaajy,138.858
mp-aaaaaajz,224.498
mp-aaaaaaka,295.159
mp-aaaaaakf,323.564
mp-aaaaaakg,123.894
mp-aaaaaako,96.984
mp-aaaaaakq,119.456
mp-aaaaaakt,141.786
mp-aaaaaaku,147.937
mp-aaaaaakv,93.676
mp-aaaaaakw,109.445
mp-aaaaaaky,178.781
mp-aaaaaala,52.363
mp-aaaaaalc,131.19
mp-aaaaaalf,248.343
mp-aaaaaalg,195.129
mp-aaaaaalj,77.463
mp-aaaaaalo,158.564
mp-aaaaaalr,47.618
mp-aaaaaalt,198.715
mp-aaaaaalu,33.164
mp-aaaaaalw,163.668
mp-aaaaaalx,83.938
mp-aaaaaaly,171.119
mp-aaaaaama,674.209
mp-aaaaaamb,113.31
mp-aaaaaamc,85.628
mp-aaaaaamd,67.722
mp-aaaaaame,243.086
mp-aaaaaamf,140.398
mp-aaaaaamg,146.445
mp-aaaaaamh,48.346
mp-aaaaaamj,80.123
mp-aaaaaamk,23.073
mp-aaaaaaml,127.629
mp-aaaaaamq,117.807
mp-aaaaaamt,78.486
mp-aaaaaamv,163.391
mp-aaaaaamw,101.191
mp-aaaaaamx,47.617
mp-aaaaaamy,508.248
mp-aaaaaanb,-0.0
mp-aaaaaand,31.019
mp-aaaaaane,60.983
mp-aaaaaanf,133.177
mp-aaaaaang,180.219
mp-aaaaaanh,172.719
mp-aaaaaank,97.651
mp-aaaaaanl,52.419
mp-aaaaaanm,68.334
mp-aaaaaann,164.819
mp-aaaaaano,204.904
mp-aaaaaanp,68.793
mp-aaaaaanr,64.481
mp-aaaaaant,120.483
mp-aaaaaanx,111.715
mp-aaaaaany,126.928
mp-aaaaaanz,144.24
mp-aaaaaaoa,194.408
mp-aaaaaaob,158.697
mp-aaaaaaoe,2.982
mp-aaaaaaog,71.97
mp-aaaaaaoi,237.489
mp-aaaaaaok,259.702
mp-aaaaaaol,153.034
mp-aaaaaaom,56.073
mp-aaaaaaon,122.628
mp-aaaaaaoo,94.174
mp-aaaaaaop,50.145
mp-aaaaaaoq,56.264
mp-aaaaaaor,257.369
mp-aaaaaaou,57.463
mp-aaaaaaox,54.99
mp-aaaaaaoz,151.127
mp-aaaaaapa,184.247
mp-aaaaaapc,75.787
mp-aaaaaapf,102.705
mp-aaaaaaph,38.647
mp-aaaaaapi,73.646
mp-aaaaaapj,45.176
mp-aaaaaapk,72.11
mp-aaaaaapl,55.932
mp-aaaaaapm,54.996
mp-aaaaaapo,46.771
mp-aaaaaapq,35.041
mp-aaaaaaps,49.429
mp-aaaaaapt,26.857
mp-aaaaaapu,141.375
mp-aaaaaapx,118.372
mp-aaaaaapz,339.595
mp-aaaaaaqa,279.999
mp-aaaaaaqb,183.708
mp-aaaaaaqd,154.194
mp-aaaaaaqf,37648933315.642
mp-aaaaaaqg,92.273
mp-aaaaaaqh,152.76
mp-aaaaaaqj,153.466
mp-aaaaaaqk,132.749
mp-aaaaaaql,160.334
mp-aaaaaaqm,38.445
mp-aaaaaaqn,144.695
mp-aaaaaaqo,157.994
mp-aaaaaaqq,234.476
mp-aaaaaaqr,64.494
mp-aaaaaaqt,68.417
mp-aaaaaaqu,101.019
mp-aaaaaaqv,81.405
mp-aaaaaaqw,74.377
mp-aaaaaaqz,11.393
mp-aaaaaarb,65.801
mp-aaaaaard,-296.548
mp-aaaaaare,242.7
mp-aaaaaarg,248.591
mp-aaaaaarh,175.831
mp-aaaaaari,286.562
mp-aaaaaarj,160.149
mp-aaaaaark,108.351
mp-aaaaaarm,39.224
mp-aaaaaarp,-29481.903
mp-aaaaaarq,214.394
mp-aaaaaars,50.277
mp-aaaaaarv,29.839
mp-aaaaaarw,82.998
mp-aaaaaarz,147.036
mp-aaaaaasa,39.119
mp-aaaaaasc,202.915
mp-aaaaaasd,36.727
mp-aaaaaase,82.958
mp-aaaaaasf,13.739
mp-aaaaaasg,98.282
mp-aaaaaash,73.018
mp-aaaaaasj,71.852
mp-aaaaaasm,166.753
mp-aaaaaasn,198.156
mp-aaaaaasq,15.222
mp-aaaaaasr,173.5
mp-aaaaaass,113.025
mp-aaaaaast,137.01
mp-aaaaaasu,64.721
mp-aaaaaasv,108.621
mp-aaaaaasx,-3424208.89
mp-aaaaaasy,278.511
mp-aaaaaatb,68.978
mp-aaaaaatc,58.246
mp-aaaaaatg,23.348
mp-aaaaaath,24.691
mp-aaaaaatj,118.095
mp-aaaaaatk,79.551
mp-aaaaaatm,93.324
mp-aaaaaatn,202.978
mp-aaaaaatr,73.985
mp-aaaaaatu,110.274
mp-aaaaaatw,63.1
mp-aaaaaatx,184.701
mp-aaaaaatz,94.691
mp-aaaaaauc,138.201
mp-aaaaaaud,62.481
mp-aaaaaauf,22.823
mp-aaaaaauh,19.668
mp-aaaaaauo,246.599
mp-aaaaaaup,193.027
mp-aaaaaaus,34.318
mp-aaaaaaut,31.225
mp-aaaaaauu,125.32
mp-aaaaaauv,187.381
mp-aaaaaauw,27.259
mp-aaaaaauy,169.105
mp-aaaaaava,156.517
mp-aaaaaavc,228.632
mp-aaaaaavd,65.333
mp-aaaaaave,91.875
mp-aaaaaavf,42.631
mp-aaaaaavj,185.005
mp-aaaaaavk,139.087
mp-aaaaaavl,31.251
mp-aaaaaavn,124.541
mp-aaaaaavo,105.164
mp-aaaaaavq,105.593
mp-aaaaaavr,383.458
mp-aaaaaavs,97.958
mp-aaaaaavt,107.752
mp-aaaaaavw,89.181
mp-aaaaaavx,-2900.928
mp-aaaaaavy,58.456
mp-aaaaaavz,154.95
mp-aaaaaawa,51.061
mp-aaaaaawb,88.611
mp-aaaaaawc,213.632
mp-aaaaaawe,223.146
mp-aaaaaawg,82.611
mp-aaaaaawh,110.843
mp-aaaaaawi,120.478
mp-aaaaaawk,195.743
mp-aaaaaawl,195.215
mp-aaaaaawn,253.476
mp-aaaaaawr,83.099
mp-aaaaaaws,117.218
mp-aaaaaawu,215.387
mp-aaaaaaww,134.158
mp-aaaaaawz,151.359
mp-aaaaaaxc,44.634
mp-aaaaaaxd,75.919
mp-aaaaaaxe,16.944
mp-aaaaaaxf,125.633
mp-aaaaaaxh,11.82
mp-aaaaaaxi,100.456
mp-aaaaaaxj,219.851
mp-aaaaaaxk,142.93
mp-aaaaaaxm,61.789
mp-aaaaaaxp,106.336
mp-aaaaaaxr,41.771
mp-aaaaaaxt,41.116
mp-aaaaaaxz,143.364
mp-aaaaaayb,105.762
mp-aaaaaayd,76.476
mp-aaaaaaye,110.323
mp-aaaaaayh,251.478
mp-aaaaaayi,36.569
mp-aaaaaayj,56.392
mp-aaaaaayk,9.306
mp-aaaaaayl,185.005
mp-aaaaaayn,177.419
mp-aaaaaayo,52.276
mp-aaaaaayr,5.969
mp-aaaaaayt,188.295
mp-aaaaaayv,85.585
mp-aaaaaayw,47.806
mp-aaaaaayx,178.15
mp-aaaaaayy,28.189
mp-aaaaaayz,263.838
mp-aaaaaaza,142.084
mp-aaaaaazg,104.585
mp-aaaaaazh,47.078
mp-aaaaaazl,194.62
mp-aaaaaazm,118.982
mp-aaaaaazn,71.314
mp-aaaaaazp,11.592
mp-aaaaaazs,69.061
mp-aaaaaazt,86.769
mp-aaaaaazu,-285885.176
mp-aaaaaazw,53.116
mp-aaaaaazx,124.103
mp-aaaaaazy,109.965
mp-aaaaaazz,213.964
mp-aaaaabaa,46.695
mp-aaaaabad,145.923
mp-aaaaabag,46.136
mp-aaaaabap,23.839
mp-aaaaabaq,56.514
mp-aaaaabar,40.884
mp-aaaaabas,17.979
mp-aaaaabat,-469872441325.631
mp-aaaaabau,173.672
mp-aaaaabav,192.235
mp-aaaaabay,19.51
mp-aaaaabbe,31.037
mp-aaaaabbg,66.566
mp-aaaaabbi,80.277
mp-aaaaabbj,136586225.151
mp-aaaaabbk,70.25
mp-aaaaabbn,245.659
mp-aaaaabbp,168.858
mp-aaaaabbq,145.871
mp-aaaaabbs,6.828
mp-aaaaabbt,54.797
mp-aaaaabbv,-1945444.894
mp-aaaaabbx,234.909
mp-aaaaabby,17.612
mp-aaaaabca,50.698
mp-aaaaabcb,246.829
mp-aaaaabcc,175.121
mp-aaaaabcd,42.628
mp-aaaaabcf,37.861
mp-aaaaabci,39.519
mp-aaaaabck,72.555
mp-aaaaabcl,139.085
mp-aaaaabcn,224.899
mp-aaaaabco,130.928
mp-aaaaabcp,17.987
mp-aaaaabcq,88.424
mp-aaaaabcr,50.194
mp-aaaaabct,103.144
mp-aaaaabcv,145.3
mp-aaaaabcz,47.732
mp-aaaaabda,95.422
mp-aaaaabdb,98.829
mp-aaaaabdc,79.498
mp-aaaaabdd,34.809
mp-aaaaabdf,49.613
mp-aaaaabdg,125.468
mp-aaaaabdi,20.713
mp-aaaaabdj,147.434
mp-aaaaabdm,150.88
mp-aaaaabdn,43.833
mp-aaaaabdo,77.938
mp-aaaaabdr,122.529
mp-aaaaabds,89.456
mp-aaaaabdu,115.071
mp-aaaaabdv,77.6
mp-aaaaabdw,45.631
mp-aaaaabdy,219.035
mp-aaaaabec,53.053
mp-aaaaabeg,56.824
mp-aaaaabei,113.699
mp-aaaaabek,182.998
mp-aaaaaben,40.597
mp-aaaaabeo,43.579
mp-aaaaabep,52.319
mp-aaaaabeq,159.438
mp-aaaaaber,127.136
mp-aaaaabeu,175.007
mp-aaaaabev,290.754
mp-aaaaabex,-8181021.374
mp-aaaaabey,172.144
mp-aaaaabfa,46.23
mp-aaaaabfd,2404.871
mp-aaaaabfe,108.123
mp-aaaaabff,147.734
mp-aaaaabfh,104.136
mp-aaaaabfi,81.802
mp-aaaaabfl,46.269
mp-aaaaabfm,195.549
mp-aaaaabfn,188.948
mp-aaaaabfo,42.533
mp-aaaaabfr,351.113
mp-aaaaabft,252.231
mp-aaaaabfv,20.517
mp-aaaaabfw,209.083
mp-aaaaabfx,155.221
mp-aaaaabfy,171.704
mp-aaaaabga,94.522
mp-aaaaabgb,93.613
mp-aaaaabgc,176.864
mp-aaaaabge,57.624
mp-aaaaabgg,149.365
mp-aaaaabgh,186.748
mp-aaaaabgi,146.007
mp-aaaaabgj,72.65
mp-aaaaabgk,132.905
mp-aaaaabgm,67.434
mp-aaaaabgo,114.235
mp-aaaaabgs,142.02
mp-aaaaabgt,95.906
mp-aaaaabgv,151.736
mp-aaaaabgx,99.848
mp-aaaaabgy,171.933
mp-aaaaabha,83.144
mp-aaaaabhd,140.732
mp-aaaaabhe,58.747
mp-aaaaabhh,146.893
mp-aaaaabhj,59.501
mp-aaaaabhl,132.414
mp-aaaaabhm,19.737
mp-aaaaabhn,201.745
mp-aaaaabho,28.386
mp-aaaaabhp,190.816
mp-aaaaabhr,236.689
mp-aaaaabht,55.971
mp-aaaaabhv,50.175
mp-aaaaabhw,140.767
mp-aaaaabhx,54.061
mp-aaaaabhz,167.77
mp-aaaaabia,81.814
mp-aaaaabic,155.545
mp-aaaaabie,46.134
mp-aaaaabif,300.71
mp-aaaaabig,183.307
mp-aaaaabih,218.124
mp-aaaaabii,137.028
mp-aaaaabij,141.728
mp-aaaaabik,174.196
mp-aaaaabio,76.254
mp-aaaaabip,149.828
mp-aaaaabiq,138.031
mp-aaaaabis,20.356
mp-aaaaabit,180.27
mp-aaaaabiv,102.112
mp-aaaaabiz,7.518
mp-aaaaabja,296.238
mp-aaaaabjc,143.888
mp-aaaaabjf,56.99
mp-aaaaabjh,57.644
mp-aaaaabjj,65.126
mp-aaaaabjl,152.291
mp-aaaaabjm,227.99
mp-aaaaabjp,316.753
mp-aaaaabjr,87.682
mp-aaaaabjt,129885.288
mp-aaaaabju,135.366
mp-aaaaabjv,112.228
mp-aaaaabjw,73.065
mp-aaaaabjx,75.352
mp-aaaaabjy,26.903
mp-aaaaabka,60.904
mp-aaaaabkc,33.016
mp-aaaaabkh,147.145
mp-aaaaabki,190.335
mp-aaaaabkj,216.646
mp-aaaaabkk,179.692
mp-aaaaabkl,66.577
mp-aaaaabkm,53.63
mp-aaaaabkn,218.25
mp-aaaaabko,64.356
mp-aaaaabkp,144.079
mp-aaaaabkq,271.801
mp-aaaaabkr,118.284
mp-aaaaabks,141.127
mp-aaaaabku,141.244
mp-aaaaabkv,57.045
mp-aaaaabkx,61.963
mp-aaaaabky,303.426
mp-aaaaablb,212.032
mp-aaaaabld,160.306
mp-aaaaable,9.643
mp-aaaaablh,-524350.983
mp-aaaaablj,27.218
mp-aaaaablk,44.652
mp-aaaaabll,198.589
mp-aaaaabln,5.548
mp-aaaaablo,185.901
mp-aaaaablp,54.557
mp-aaaaablr,81.547
mp-aaaaabls,120.789
mp-aaaaablt,65.882
mp-aaaaablu,132.296
mp-aaaaablw,102.457
mp-aaaaablx,74.896
mp-aaaaably,35.292
mp-aaaaablz,116.179
mp-aaaaabma,234.569
mp-aaaaabmc,100.832
mp-aaaaabmd,375.17
mp-aaaaabme,37.61
mp-aaaaabmf,87.052
mp-aaaaabmg,85.85
mp-aaaaabmh,164.26
mp-aaaaabmi,281.2
mp-aaaaabmk,107.587
mp-aaaaabmm,28.286
mp-aaaaabmr,207.432
mp-aaaaabmt,60.478
mp-aaaaabmw,276.056
mp-aaaaabna,157.977
mp-aaaaabnd,132.953
mp-aaaaabnf,-233403.56
mp-aaaaabng,260.037
mp-aaaaabni,18.259
mp-aaaaabnk,7.822
mp-aaaaabnl,107.422
mp-aaaaabnn,215.169
mp-aaaaabno,49.227
mp-aaaaabnp,54.086
mp-aaaaabnq,576324.271
mp-aaaaabnr,53.093
mp-aaaaabns,248.908
mp-aaaaabnt,182.847
mp-aaaaabnx,181.498
mp-aaaaabny,91.482
mp-aaaaabnz,33.954
mp-aaaaaboc,151.342
mp-aaaaabod,143.701
mp-aaaaaboe,303.949
mp-aaaaabof,124.063
mp-aaaaabog,96.844
mp-aaaaaboh,70.981
mp-aaaaaboi,146.751
mp-aaaaabok,119.054
mp-aaaaabom,71.011
mp-aaaaabon,52.019
mp-aaaaabop,59.102
mp-aaaaaboq,141.499
mp-aaaaabor,131.24
mp-aaaaabos,94.029
mp-aaaaabot,48.816
mp-aaaaabov,-62438.385
mp-aaaaaboz,49.747
mp-aaaaabpa,92.405
mp-aaaaabpb,48.228
mp-aaaaabpc,53.369
mp-aaaaabpd,131.995
mp-aaaaabpe,44.379
mp-aaaaabph,31.367
mp-aaaaabpj,-186.307
mp-aaaaabpk,133.72
mp-aaaaabpl,283.343
mp-aaaaabpm,39.906
mp-aaaaabpp,97.046
mp-aaaaabpq,319.895
mp-aaaaabps,233.379
mp-aaaaabpt,491.593
mp-aaaaabpu,323.894
mp-aaaaabpv,48.468
mp-aaaaabpx,294.735
mp-aaaaabpy,78.571
mp-aaaaabqb,86.356
mp-aaaaabqe,87.161
mp-aaaaabqf,286.134
mp-aaaaabqh,137.06
mp-aaaaabqi,64.179
mp-aaaaabqj,79.857
mp-aaaaabqk,178.449
mp-aaaaabql,89.031
mp-aaaaabqm,33.855
mp-aaaaabqn,65.16
mp-aaaaabqq,303.164
mp-aaaaabqt,313.656
mp-aaaaabqv,329.552
mp-aaaaabqw,169.325
mp-aaaaabqx,2.293
mp-aaaaabra,191.4
mp-aaaaabrc,282.393
mp-aaaaabrd,173.828
mp-aaaaabrf,50.248
mp-aaaaabrg,63.27
mp-aaaaabrh,40.216
mp-aaaaabrj,156.601
mp-aaaaabrk,215.0
mp-aaaaabrl,166.725
mp-aaaaabro,127.369
mp-aaaaabrr,197.625
mp-aaaaabrs,22.238
mp-aaaaabru,69.649
mp-aaaaabrv,283.145
mp-aaaaabrw,101.881
mp-aaaaabrz,231.003
mp-aaaaabsb,254.22
mp-aaaaabsc,90.46
mp-aaaaabsd,170.755
mp-aaaaabsg,214.274
mp-aaaaabsi,228.591
mp-aaaaabsj,40.49
mp-aaaaabsm,44.793
mp-aaaaabsn,213.178
mp-aaaaabso,134.504
mp-aaaaabsp,123.018
mp-aaaaabst,123.142
mp-aaaaabsu,97.603
mp-aaaaabsx,4.638
mp-aaaaabsy,11.773
mp-aaaaabsz,86.854
mp-aaaaabta,13.762
mp-aaaaabtc,115.355
mp-aaaaabte,49.321
mp-aaaaabtg,63.35
mp-aaaaabtj,152.06
mp-aaaaabto,106.014
mp-aaaaabtp,251.212
mp-aaaaabtq,19.062
mp-aaaaabtr,203.203
mp-aaaaabtt,73.605
mp-aaaaabtu,56.491
mp-aaaaabty,139.891
mp-aaaaabud,41.356
mp-aaaaabue,-3006.379
mp-aaaaabuf,19.094
mp-aaaaabuh,195.566
mp-aaaaabum,82.064
mp-aaaaabun,71.996
mp-aaaaabuo,66.397
mp-aaaaabup,67.024
mp-aaaaabur,59.958
mp-aaaaabus,129.858
mp-aaaaabut,183.19
mp-aaaaabuu,123.582
mp-aaaaabux,35.919
mp-aaaaabuy,138.173
mp-aaaaabuz,184.157
mp-aaaaabva,194.579
mp-aaaaabvc,22.392
mp-aaaaabvh,66.947
mp-aaaaabvj,217.363
mp-aaaaabvk,265.997
mp-aaaaabvl,79.958
mp-aaaaabvm,189541.922
mp-aaaaabvn,227.385
mp-aaaaabvo,55.86
mp-aaaaabvr,98.2
mp-aaaaabvs,99.911
mp-aaaaabvx,24.67
mp-aaaaabvy,161.822
mp-aaaaabvz,117.399
mp-aaaaabwb,92.21
mp-aaaaabwc,58.376
mp-aaaaabwd,232.563
mp-aaaaabwe,118.38
mp-aaaaabwf,35.501
mp-aaaaabwi,74.229
mp-aaaaabwl,59.791
mp-aaaaabwm,106.301
mp-aaaaabwn,37.377
mp-aaaaabwp,200.183
mp-aaaaabwq,113.161
mp-aaaaabwr,151.45
mp-aaaaabws,23.909
mp-aaaaabwt,35.167
mp-aaaaabwv,90.438
mp-aaaaabwy,265.536
mp-aaaaabxa,165.111
mp-aaaaabxb,251.363
mp-aaaaabxe,127.293
mp-aaaaabxf,306.305
mp-aaaaabxg,65.928
mp-aaaaabxh,273.207
mp-aaaaabxi,306.705
mp-aaaaabxl,209.304
mp-aaaaabxr,55.358
mp-aaaaabxu,-3172.172
mp-aaaaabxw,174.535
mp-aaaaabxz,206.108
mp-aaaaabyb,9.762
mp-aaaaabyc,122.03
mp-aaaaabyg,85.595
mp-aaaaabyh,42.172
mp-aaaaabyp,74.305
mp-aaaaabyr,84.037
mp-aaaaabyt,88.453
mp-aaaaabyv,39.053
mp-aaaaabza,165.507
mp-aaaaabzb,37.564
mp-aaaaabzd,52.576
mp-aaaaabze,252.764
mp-aaaaabzf,55.449
mp-aaaaabzg,240.773
mp-aaaaabzi,59.24
mp-aaaaabzj,195.793
mp-aaaaabzk,155.722
mp-aaaaabzn,313.146
mp-aaaaabzo,27.869
mp-aaaaabzp,146.115
mp-aaaaabzq,68.281
mp-aaaaabzr,108.469
mp-aaaaabzt,52.775
mp-aaaaabzu,228.689
mp-aaaaabzv,108.466
mp-aaaaabzx,117.262
mp-aaaaacaa,247.481
mp-aaaaacae,87.651
mp-aaaaacaf,149.168
mp-aaaaacag,198.438
mp-aaaaacah,258.818
mp-aaaaacaj,105.86
mp-aaaaacam,76.598
mp-aaaaacap,54.228
mp-aaaaacaq,105.749
mp-aaaaacat,64.308
mp-aaaaacav,171.519
mp-aaaaacaz,94.521
mp-aaaaacba,40.769
mp-aaaaacbc,135.455
mp-aaaaacbf,66312915.443
mp-aaaaacbh,49.695
mp-aaaaacbj,161.804
mp-aaaaacbk,154.129
mp-aaaaacbn,78.406
mp-aaaaacbp,53.102
mp-aaaaacbq,22.839
mp-aaaaacbr,230.974
mp-aaaaacbt,11.617
mp-aaaaacbv,92.438
mp-aaaaacbw,222.256
mp-aaaaacbx,103.307
mp-aaaaacby,110.17
mp-aaaaacbz,76.96
mp-aaaaacca,89.162
mp-aaaaaccb,80.709
mp-aaaaaccc,46.537
mp-aaaaaccd,74.501
mp-aaaaacce,45.593
mp-aaaaaccf,189.888
mp-aaaaaccg,163.58
mp-aaaaacch,14.33
mp-aaaaacci,119.611
mp-aaaaaccj,187.136
mp-aaaaaccl,47.761
mp-aaaaaccm,33.398
mp-aaaaacco,199.381
mp-aaaaacct,117.335
mp-aaaaaccu,122.742
mp-aaaaaccv,198.812
mp-aaaaaccx,156.458
mp-aaaaaccz,-685.907
mp-aaaaacdb,203.381
mp-aaaaacdc,144.862
mp-aaaaacde,24.506
mp-aaaaacdh,35.162
mp-aaaaacdi,267.921
mp-aaaaacdj,203.794
mp-aaaaacdl,18.38
mp-aaaaacdo,35.875
mp-aaaaacdr,76.17
mp-aaaaacds,74.648
mp-aaaaacdv,205.078
mp-aaaaacdx,73.49
mp-aaaaacec,218.977
mp-aaaaaced,337.979
mp-aaaaaceh,174.499
mp-aaaaacep,100.33
mp-aaaaaceq,237.763
mp-aaaaacer,337.469
mp-aaaaaces,183.793
mp-aaaaaceu,99.417
mp-aaaaacev,31.472
mp-aaaaacex,162.017
mp-aaaaacez,42.065
mp-aaaaacfa,107.69
mp-aaaaacfb,221.514
mp-aaaaacfe,146.22
mp-aaaaacff,157.34
mp-aaaaacfi,127.118
mp-aaaaacfj,283.799
mp-aaaaacfn,202.819
mp-aaaaacfp,289.035
mp-aaaaacfq,-1128047.372
mp-aaaaacfs,41.171
mp-aaaaacft,199.949
mp-aaaaacfu,129.675
mp-aaaaacfx,43.263
mp-aaaaacgb,16.845
mp-aaaaacgf,291378.268
mp-aaaaacgg,210.847
mp-aaaaacgh,126.046
mp-aaaaacgk,171.204
mp-aaaaacgl,37.042
mp-aaaaacgn,107.671
mp-aaaaacgo,162.063
mp-aaaaacgp,126.441
mp-aaaaacgs,104.414
mp-aaaaacgt,84.123
mp-aaaaacgv,147.522
mp-aaaaacgz,41.606
mp-aaaaacha,93.243
mp-aaaaachb,85.829
mp-aaaaachf,94.136
mp-aaaaachg,55.065
mp-aaaaachh,74.87
mp-aaaaachi,163.074
mp-aaaaachj,110.087
mp-aaaaachl,201.402
mp-aaaaachm,41.005
mp-aaaaachn,120.17
mp-aaaaacho,37.078
mp-aaaaachp,169.757
mp-aaaaachq,82.769
mp-aaaaachr,87.362
mp-aaaaachs,295.211
mp-aaaaacht,149.455
mp-aaaaachv,171.734
mp-aaaaachx,57.636
mp-aaaaachy,80.634
mp-aaaaachz,110.105
mp-aaaaacia,54.332
mp-aaaaacib,80.122
mp-aaaaacic,117.752
mp-aaaaacid,53.572
mp-aaaaacif,235.389
mp-aaaaacig,92.119
mp-aaaaacih,154.083
mp-aaaaacij,200.504
mp-aaaaacik,88.23
mp-aaaaacil,111.571
mp-aaaaacim,14.135
mp-aaaaacin,82.369
mp-aaaaacip,58.177
mp-aaaaacis,216.564
mp-aaaaacit,120.452
mp-aaaaaciu,304.766
mp-aaaaaciv,9.944
